12,0,JointId.Head,<x=-0.38138842582702637, y=0.6990258693695068, z=1.7710522413253784, w=1.0>
24,0,JointId.ShoulderCenter,<x=-0.4130494296550751, y=0.49540144205093384, z=1.7885282039642334, w=1.0>
24,0,JointId.ShoulderLeft,<x=-0.5629509687423706, y=0.3593142628669739, z=1.7229098081588745, w=1.0>
24,0,JointId.ElbowLeft,<x=-0.6246290802955627, y=0.08615314215421677, z=1.6407089233398438, w=1.0>
24,0,JointId.WristLeft,<x=-0.5944640040397644, y=-0.12628424167633057, z=1.5212630033493042, w=1.0>
24,0,JointId.HandLeft,<x=-0.5584126114845276, y=-0.1975468397140503, z=1.4737910032272339, w=1.0>
24,0,JointId.ShoulderCenter,<x=-0.4130494296550751, y=0.49540144205093384, z=1.7885282039642334, w=1.0>
24,0,JointId.ShoulderRight,<x=-0.24392734467983246, y=0.39417436718940735, z=1.8241448402404785, w=1.0>
24,0,JointId.ElbowRight,<x=-0.15045826137065887, y=0.13712045550346375, z=1.8398072719573975, w=1.0>
24,0,JointId.WristRight,<x=-0.07461727410554886, y=-0.04799449443817139, z=1.6948306560516357, w=1.0>
24,0,JointId.HandRight,<x=-0.062368836253881454, y=-0.11364380270242691, z=1.6302411556243896, w=1.0>
24,0,JointId.HipCenter,<x=-0.3796408176422119, y=0.05604048818349838, z=1.6935324668884277, w=1.0>
24,0,JointId.HipLeft,<x=-0.44582515954971313, y=-0.02539641410112381, z=1.6513785123825073, w=1.0>
24,0,JointId.KneeLeft,<x=-0.48231473565101624, y=-0.46797817945480347, z=1.6458367109298706, w=1.0>
24,0,JointId.AnkleLeft,<x=-0.5181283354759216, y=-0.8010635375976562, z=1.6150544881820679, w=1.0>
24,0,JointId.FootLeft,<x=-0.49934902787208557, y=-0.8426399230957031, z=1.5249611139297485, w=1.0>
24,0,JointId.HipCenter,<x=-0.3796408176422119, y=0.05604048818349838, z=1.6935324668884277, w=1.0>
24,0,JointId.HipRight,<x=-0.3022645115852356, y=-0.009709366597235203, z=1.6990684270858765, w=1.0>
24,0,JointId.KneeRight,<x=-0.2572769224643707, y=-0.4043313264846802, z=1.5594866275787354, w=1.0>
24,0,JointId.AnkleRight,<x=-0.24768295884132385, y=-0.715583324432373, z=1.3462368249893188, w=1.0>
24,0,JointId.FootRight,<x=-0.2237974852323532, y=-0.7228125929832458, z=1.2483834028244019, w=1.0>
30,0,JointId.Head,<x=-0.38785549998283386, y=0.7000629901885986, z=1.7815603017807007, w=1.0>
30,0,JointId.HipCenter,<x=-0.3812970817089081, y=0.05579306185245514, z=1.7082871198654175, w=1.0>
30,0,JointId.Spine,<x=-0.400234192609787, y=0.1161138117313385, z=1.7702158689498901, w=1.0>
30,0,JointId.ShoulderCenter,<x=-0.41343384981155396, y=0.495460569858551, z=1.8002119064331055, w=1.0>
30,0,JointId.Head,<x=-0.38785549998283386, y=0.7000629901885986, z=1.7815603017807007, w=1.0>
30,0,JointId.ShoulderCenter,<x=-0.41343384981155396, y=0.495460569858551, z=1.8002119064331055, w=1.0>
30,0,JointId.ShoulderLeft,<x=-0.565896213054657, y=0.3593357801437378, z=1.7382056713104248, w=1.0>
30,0,JointId.ElbowLeft,<x=-0.6277399063110352, y=0.08587978035211563, z=1.6549479961395264, w=1.0>
30,0,JointId.WristLeft,<x=-0.6003925800323486, y=-0.12498079985380173, z=1.5323878526687622, w=1.0>
30,0,JointId.HandLeft,<x=-0.5663149952888489, y=-0.19791391491889954, z=1.4856438636779785, w=1.0>
30,0,JointId.ShoulderCenter,<x=-0.41343384981155396, y=0.495460569858551, z=1.8002119064331055, w=1.0>
30,0,JointId.ShoulderRight,<x=-0.24430355429649353, y=0.39230799674987793, z=1.8351085186004639, w=1.0>
30,0,JointId.ElbowRight,<x=-0.15005534887313843, y=0.13711492717266083, z=1.8467373847961426, w=1.0>
30,0,JointId.WristRight,<x=-0.07249139249324799, y=-0.047743409872055054, z=1.703052282333374, w=1.0>
30,0,JointId.HandRight,<x=-0.05757317319512367, y=-0.11433914303779602, z=1.639743685722351, w=1.0>
30,0,JointId.HipCenter,<x=-0.3812970817089081, y=0.05579306185245514, z=1.7082871198654175, w=1.0>
30,0,JointId.HipLeft,<x=-0.4483130872249603, y=-0.0255869310349226, z=1.6673624515533447, w=1.0>
30,0,JointId.KneeLeft,<x=-0.480920672416687, y=-0.47091278433799744, z=1.6545474529266357, w=1.0>
30,0,JointId.AnkleLeft,<x=-0.5248883962631226, y=-0.803920567035675, z=1.6071982383728027, w=1.0>
30,0,JointId.FootLeft,<x=-0.5083125829696655, y=-0.8413890600204468, z=1.5146809816360474, w=1.0>
30,0,JointId.HipCenter,<x=-0.3812970817089081, y=0.05579306185245514, z=1.7082871198654175, w=1.0>
30,0,JointId.HipRight,<x=-0.3035324513912201, y=-0.010856020264327526, z=1.7134307622909546, w=1.0>
30,0,JointId.KneeRight,<x=-0.2617945969104767, y=-0.41230857372283936, z=1.5718934535980225, w=1.0>
30,0,JointId.AnkleRight,<x=-0.23551802337169647, y=-0.7108150124549866, z=1.345594048500061, w=1.0>
30,0,JointId.FootRight,<x=-0.2111942619085312, y=-0.7163066864013672, z=1.2475314140319824, w=1.0>
36,0,JointId.Head,<x=-0.38785549998283386, y=0.7000629901885986, z=1.7815603017807007, w=1.0>
36,0,JointId.HipCenter,<x=-0.3812970817089081, y=0.05579306185245514, z=1.7082871198654175, w=1.0>
36,0,JointId.Spine,<x=-0.400234192609787, y=0.1161138117313385, z=1.7702158689498901, w=1.0>
36,0,JointId.ShoulderCenter,<x=-0.41343384981155396, y=0.495460569858551, z=1.8002119064331055, w=1.0>
36,0,JointId.Head,<x=-0.38785549998283386, y=0.7000629901885986, z=1.7815603017807007, w=1.0>
36,0,JointId.ShoulderCenter,<x=-0.41343384981155396, y=0.495460569858551, z=1.8002119064331055, w=1.0>
36,0,JointId.ShoulderLeft,<x=-0.565896213054657, y=0.3593357801437378, z=1.7382056713104248, w=1.0>
36,0,JointId.ElbowLeft,<x=-0.6277399063110352, y=0.08587978035211563, z=1.6549479961395264, w=1.0>
36,0,JointId.WristLeft,<x=-0.6003925800323486, y=-0.12498079985380173, z=1.5323878526687622, w=1.0>
36,0,JointId.HandLeft,<x=-0.5663149952888489, y=-0.19791391491889954, z=1.4856438636779785, w=1.0>
36,0,JointId.ShoulderCenter,<x=-0.41343384981155396, y=0.495460569858551, z=1.8002119064331055, w=1.0>
36,0,JointId.ShoulderRight,<x=-0.24430355429649353, y=0.39230799674987793, z=1.8351085186004639, w=1.0>
36,0,JointId.ElbowRight,<x=-0.15005534887313843, y=0.13711492717266083, z=1.8467373847961426, w=1.0>
36,0,JointId.WristRight,<x=-0.07249139249324799, y=-0.047743409872055054, z=1.703052282333374, w=1.0>
36,0,JointId.HandRight,<x=-0.05757317319512367, y=-0.11433914303779602, z=1.639743685722351, w=1.0>
36,0,JointId.HipCenter,<x=-0.3812970817089081, y=0.05579306185245514, z=1.7082871198654175, w=1.0>
36,0,JointId.HipLeft,<x=-0.4483130872249603, y=-0.0255869310349226, z=1.6673624515533447, w=1.0>
36,0,JointId.KneeLeft,<x=-0.480920672416687, y=-0.47091278433799744, z=1.6545474529266357, w=1.0>
36,0,JointId.AnkleLeft,<x=-0.5248883962631226, y=-0.803920567035675, z=1.6071982383728027, w=1.0>
36,0,JointId.FootLeft,<x=-0.5083125829696655, y=-0.8413890600204468, z=1.5146809816360474, w=1.0>
36,0,JointId.HipCenter,<x=-0.3812970817089081, y=0.05579306185245514, z=1.7082871198654175, w=1.0>
36,0,JointId.HipRight,<x=-0.3035324513912201, y=-0.010856020264327526, z=1.7134307622909546, w=1.0>
36,0,JointId.KneeRight,<x=-0.2617945969104767, y=-0.41230857372283936, z=1.5718934535980225, w=1.0>
36,0,JointId.AnkleRight,<x=-0.23551802337169647, y=-0.7108150124549866, z=1.345594048500061, w=1.0>
36,0,JointId.FootRight,<x=-0.2111942619085312, y=-0.7163066864013672, z=1.2475314140319824, w=1.0>
42,0,JointId.Head,<x=-0.4015883505344391, y=0.6645300984382629, z=1.8189313411712646, w=1.0>
42,0,JointId.HipCenter,<x=-0.38400799036026, y=0.054184652864933014, z=1.7362066507339478, w=1.0>
42,0,JointId.Spine,<x=-0.4022284746170044, y=0.11470314115285873, z=1.7985448837280273, w=1.0>
42,0,JointId.ShoulderCenter,<x=-0.415848970413208, y=0.4955604076385498, z=1.8294445276260376, w=1.0>
42,0,JointId.Head,<x=-0.4015883505344391, y=0.6645300984382629, z=1.8189313411712646, w=1.0>
42,0,JointId.ShoulderCenter,<x=-0.415848970413208, y=0.4955604076385498, z=1.8294445276260376, w=1.0>
42,0,JointId.ShoulderLeft,<x=-0.5689688920974731, y=0.35771873593330383, z=1.7668308019638062, w=1.0>
42,0,JointId.ElbowLeft,<x=-0.6322500109672546, y=0.0835384726524353, z=1.6860504150390625, w=1.0>
42,0,JointId.WristLeft,<x=-0.6117331385612488, y=-0.12318967282772064, z=1.5543632507324219, w=1.0>
42,0,JointId.HandLeft,<x=-0.5806280970573425, y=-0.1995871663093567, z=1.5104314088821411, w=1.0>
42,0,JointId.ShoulderCenter,<x=-0.415848970413208, y=0.4955604076385498, z=1.8294445276260376, w=1.0>
42,0,JointId.ShoulderRight,<x=-0.24792110919952393, y=0.39251449704170227, z=1.859390377998352, w=1.0>
42,0,JointId.ElbowRight,<x=-0.1467646211385727, y=0.14009152352809906, z=1.8737835884094238, w=1.0>
42,0,JointId.WristRight,<x=-0.06851176917552948, y=-0.044846221804618835, z=1.7305984497070312, w=1.0>
42,0,JointId.HandRight,<x=-0.051209986209869385, y=-0.11061559617519379, z=1.6664958000183105, w=1.0>
42,0,JointId.HipCenter,<x=-0.38400799036026, y=0.054184652864933014, z=1.7362066507339478, w=1.0>
42,0,JointId.HipLeft,<x=-0.45090413093566895, y=-0.027425751090049744, z=1.6957924365997314, w=1.0>
42,0,JointId.KneeLeft,<x=-0.47953808307647705, y=-0.47058820724487305, z=1.6672290563583374, w=1.0>
42,0,JointId.AnkleLeft,<x=-0.5157784223556519, y=-0.8086391091346741, z=1.6179262399673462, w=1.0>
42,0,JointId.FootLeft,<x=-0.4988863468170166, y=-0.8452626466751099, z=1.5246926546096802, w=1.0>
42,0,JointId.HipCenter,<x=-0.38400799036026, y=0.054184652864933014, z=1.7362066507339478, w=1.0>
42,0,JointId.HipRight,<x=-0.3065015375614166, y=-0.011773714795708656, z=1.7409160137176514, w=1.0>
42,0,JointId.KneeRight,<x=-0.26048851013183594, y=-0.4105985164642334, z=1.5916653871536255, w=1.0>
42,0,JointId.AnkleRight,<x=-0.23225325345993042, y=-0.7176030874252319, z=1.3755576610565186, w=1.0>
42,0,JointId.FootRight,<x=-0.20861513912677765, y=-0.7243898510932922, z=1.2769964933395386, w=1.0>
48,0,JointId.Head,<x=-0.4015883505344391, y=0.6645300984382629, z=1.8189313411712646, w=1.0>
48,0,JointId.HipCenter,<x=-0.38400799036026, y=0.054184652864933014, z=1.7362066507339478, w=1.0>
48,0,JointId.Spine,<x=-0.4022284746170044, y=0.11470314115285873, z=1.7985448837280273, w=1.0>
48,0,JointId.ShoulderCenter,<x=-0.415848970413208, y=0.4955604076385498, z=1.8294445276260376, w=1.0>
48,0,JointId.Head,<x=-0.4015883505344391, y=0.6645300984382629, z=1.8189313411712646, w=1.0>
48,0,JointId.ShoulderCenter,<x=-0.415848970413208, y=0.4955604076385498, z=1.8294445276260376, w=1.0>
48,0,JointId.ShoulderLeft,<x=-0.5689688920974731, y=0.35771873593330383, z=1.7668308019638062, w=1.0>
48,0,JointId.ElbowLeft,<x=-0.6322500109672546, y=0.0835384726524353, z=1.6860504150390625, w=1.0>
48,0,JointId.WristLeft,<x=-0.6117331385612488, y=-0.12318967282772064, z=1.5543632507324219, w=1.0>
48,0,JointId.HandLeft,<x=-0.5806280970573425, y=-0.1995871663093567, z=1.5104314088821411, w=1.0>
48,0,JointId.ShoulderCenter,<x=-0.415848970413208, y=0.4955604076385498, z=1.8294445276260376, w=1.0>
48,0,JointId.ShoulderRight,<x=-0.24792110919952393, y=0.39251449704170227, z=1.859390377998352, w=1.0>
48,0,JointId.ElbowRight,<x=-0.1467646211385727, y=0.14009152352809906, z=1.8737835884094238, w=1.0>
48,0,JointId.WristRight,<x=-0.06851176917552948, y=-0.044846221804618835, z=1.7305984497070312, w=1.0>
48,0,JointId.HandRight,<x=-0.051209986209869385, y=-0.11061559617519379, z=1.6664958000183105, w=1.0>
48,0,JointId.HipCenter,<x=-0.38400799036026, y=0.054184652864933014, z=1.7362066507339478, w=1.0>
48,0,JointId.HipLeft,<x=-0.45090413093566895, y=-0.027425751090049744, z=1.6957924365997314, w=1.0>
48,0,JointId.KneeLeft,<x=-0.47953808307647705, y=-0.47058820724487305, z=1.6672290563583374, w=1.0>
48,0,JointId.AnkleLeft,<x=-0.5157784223556519, y=-0.8086391091346741, z=1.6179262399673462, w=1.0>
48,0,JointId.FootLeft,<x=-0.4988863468170166, y=-0.8452626466751099, z=1.5246926546096802, w=1.0>
48,0,JointId.HipCenter,<x=-0.38400799036026, y=0.054184652864933014, z=1.7362066507339478, w=1.0>
48,0,JointId.HipRight,<x=-0.3065015375614166, y=-0.011773714795708656, z=1.7409160137176514, w=1.0>
48,0,JointId.KneeRight,<x=-0.26048851013183594, y=-0.4105985164642334, z=1.5916653871536255, w=1.0>
48,0,JointId.AnkleRight,<x=-0.23225325345993042, y=-0.7176030874252319, z=1.3755576610565186, w=1.0>
48,0,JointId.FootRight,<x=-0.20861513912677765, y=-0.7243898510932922, z=1.2769964933395386, w=1.0>
54,0,JointId.Head,<x=-0.40456366539001465, y=0.6693300008773804, z=1.84263014793396, w=1.0>
54,0,JointId.HipCenter,<x=-0.3868269920349121, y=0.05413218215107918, z=1.7584949731826782, w=1.0>
54,0,JointId.Spine,<x=-0.40310636162757874, y=0.11472033709287643, z=1.8220648765563965, w=1.0>
54,0,JointId.ShoulderCenter,<x=-0.41702085733413696, y=0.49940717220306396, z=1.8581645488739014, w=1.0>
54,0,JointId.Head,<x=-0.40456366539001465, y=0.6693300008773804, z=1.84263014793396, w=1.0>
54,0,JointId.ShoulderCenter,<x=-0.41702085733413696, y=0.49940717220306396, z=1.8581645488739014, w=1.0>
54,0,JointId.ShoulderLeft,<x=-0.5730181336402893, y=0.35404831171035767, z=1.7938449382781982, w=1.0>
54,0,JointId.ElbowLeft,<x=-0.6370455622673035, y=0.08161762356758118, z=1.7130279541015625, w=1.0>
54,0,JointId.WristLeft,<x=-0.6297306418418884, y=-0.1255020797252655, z=1.5808196067810059, w=1.0>
54,0,JointId.HandLeft,<x=-0.6009271144866943, y=-0.20575487613677979, z=1.5305097103118896, w=1.0>
54,0,JointId.ShoulderCenter,<x=-0.41702085733413696, y=0.49940717220306396, z=1.8581645488739014, w=1.0>
54,0,JointId.ShoulderRight,<x=-0.24869854748249054, y=0.39003264904022217, z=1.87640380859375, w=1.0>
54,0,JointId.ElbowRight,<x=-0.14270347356796265, y=0.14030468463897705, z=1.892606258392334, w=1.0>
54,0,JointId.WristRight,<x=-0.06306570768356323, y=-0.04397164285182953, z=1.7496399879455566, w=1.0>
54,0,JointId.HandRight,<x=-0.041947439312934875, y=-0.12419426441192627, z=1.6770216226577759, w=1.0>
54,0,JointId.HipCenter,<x=-0.3868269920349121, y=0.05413218215107918, z=1.7584949731826782, w=1.0>
54,0,JointId.HipLeft,<x=-0.4548199772834778, y=-0.027769438922405243, z=1.7196012735366821, w=1.0>
54,0,JointId.KneeLeft,<x=-0.4776473343372345, y=-0.46891382336616516, z=1.6827192306518555, w=1.0>
54,0,JointId.AnkleLeft,<x=-0.5168803334236145, y=-0.8108205199241638, z=1.6187474727630615, w=1.0>
54,0,JointId.FootLeft,<x=-0.5032140612602234, y=-0.8438695669174194, z=1.5228899717330933, w=1.0>
54,0,JointId.HipCenter,<x=-0.3868269920349121, y=0.05413218215107918, z=1.7584949731826782, w=1.0>
54,0,JointId.HipRight,<x=-0.3088023364543915, y=-0.011880150064826012, z=1.7600160837173462, w=1.0>
54,0,JointId.KneeRight,<x=-0.25195035338401794, y=-0.41168779134750366, z=1.6048870086669922, w=1.0>
54,0,JointId.AnkleRight,<x=-0.23951925337314606, y=-0.737960934638977, z=1.423836588859558, w=1.0>
54,0,JointId.FootRight,<x=-0.21952007710933685, y=-0.7493225336074829, z=1.3241440057754517, w=1.0>
60,0,JointId.Head,<x=-0.40456366539001465, y=0.6693300008773804, z=1.84263014793396, w=1.0>
60,0,JointId.HipCenter,<x=-0.3868269920349121, y=0.05413218215107918, z=1.7584949731826782, w=1.0>
60,0,JointId.Spine,<x=-0.40310636162757874, y=0.11472033709287643, z=1.8220648765563965, w=1.0>
60,0,JointId.ShoulderCenter,<x=-0.41702085733413696, y=0.49940717220306396, z=1.8581645488739014, w=1.0>
60,0,JointId.Head,<x=-0.40456366539001465, y=0.6693300008773804, z=1.84263014793396, w=1.0>
60,0,JointId.ShoulderCenter,<x=-0.41702085733413696, y=0.49940717220306396, z=1.8581645488739014, w=1.0>
60,0,JointId.ShoulderLeft,<x=-0.5730181336402893, y=0.35404831171035767, z=1.7938449382781982, w=1.0>
60,0,JointId.ElbowLeft,<x=-0.6370455622673035, y=0.08161762356758118, z=1.7130279541015625, w=1.0>
60,0,JointId.WristLeft,<x=-0.6297306418418884, y=-0.1255020797252655, z=1.5808196067810059, w=1.0>
60,0,JointId.HandLeft,<x=-0.6009271144866943, y=-0.20575487613677979, z=1.5305097103118896, w=1.0>
60,0,JointId.ShoulderCenter,<x=-0.41702085733413696, y=0.49940717220306396, z=1.8581645488739014, w=1.0>
60,0,JointId.ShoulderRight,<x=-0.24869854748249054, y=0.39003264904022217, z=1.87640380859375, w=1.0>
60,0,JointId.ElbowRight,<x=-0.14270347356796265, y=0.14030468463897705, z=1.892606258392334, w=1.0>
60,0,JointId.WristRight,<x=-0.06306570768356323, y=-0.04397164285182953, z=1.7496399879455566, w=1.0>
60,0,JointId.HandRight,<x=-0.041947439312934875, y=-0.12419426441192627, z=1.6770216226577759, w=1.0>
60,0,JointId.HipCenter,<x=-0.3868269920349121, y=0.05413218215107918, z=1.7584949731826782, w=1.0>
60,0,JointId.HipLeft,<x=-0.4548199772834778, y=-0.027769438922405243, z=1.7196012735366821, w=1.0>
60,0,JointId.KneeLeft,<x=-0.4776473343372345, y=-0.46891382336616516, z=1.6827192306518555, w=1.0>
60,0,JointId.AnkleLeft,<x=-0.5168803334236145, y=-0.8108205199241638, z=1.6187474727630615, w=1.0>
60,0,JointId.FootLeft,<x=-0.5032140612602234, y=-0.8438695669174194, z=1.5228899717330933, w=1.0>
60,0,JointId.HipCenter,<x=-0.3868269920349121, y=0.05413218215107918, z=1.7584949731826782, w=1.0>
60,0,JointId.HipRight,<x=-0.3088023364543915, y=-0.011880150064826012, z=1.7600160837173462, w=1.0>
60,0,JointId.KneeRight,<x=-0.25195035338401794, y=-0.41168779134750366, z=1.6048870086669922, w=1.0>
60,0,JointId.AnkleRight,<x=-0.23951925337314606, y=-0.737960934638977, z=1.423836588859558, w=1.0>
60,0,JointId.FootRight,<x=-0.21952007710933685, y=-0.7493225336074829, z=1.3241440057754517, w=1.0>
60,0,JointId.Head,<x=-0.4068625569343567, y=0.6759967803955078, z=1.8626704216003418, w=1.0>
60,0,JointId.HipCenter,<x=-0.3856337070465088, y=0.05556139722466469, z=1.7793080806732178, w=1.0>
60,0,JointId.Spine,<x=-0.3998376131057739, y=0.1161898523569107, z=1.8436895608901978, w=1.0>
60,0,JointId.ShoulderCenter,<x=-0.417279988527298, y=0.5016122460365295, z=1.8804887533187866, w=1.0>
60,0,JointId.Head,<x=-0.4068625569343567, y=0.6759967803955078, z=1.8626704216003418, w=1.0>
60,0,JointId.ShoulderCenter,<x=-0.417279988527298, y=0.5016122460365295, z=1.8804887533187866, w=1.0>
60,0,JointId.ShoulderLeft,<x=-0.5747725367546082, y=0.35543379187583923, z=1.8274980783462524, w=1.0>
60,0,JointId.ElbowLeft,<x=-0.6478938460350037, y=0.08556968718767166, z=1.7468796968460083, w=1.0>
60,0,JointId.WristLeft,<x=-0.655069887638092, y=-0.12370192259550095, z=1.6182817220687866, w=1.0>
60,0,JointId.HandLeft,<x=-0.625688910484314, y=-0.2001238614320755, z=1.5599548816680908, w=1.0>
60,0,JointId.ShoulderCenter,<x=-0.417279988527298, y=0.5016122460365295, z=1.8804887533187866, w=1.0>
60,0,JointId.ShoulderRight,<x=-0.25106796622276306, y=0.38911718130111694, z=1.8939809799194336, w=1.0>
60,0,JointId.ElbowRight,<x=-0.13754618167877197, y=0.14030790328979492, z=1.914623737335205, w=1.0>
60,0,JointId.WristRight,<x=-0.05250751972198486, y=-0.04376761615276337, z=1.774642825126648, w=1.0>
60,0,JointId.HandRight,<x=-0.031894534826278687, y=-0.11921006441116333, z=1.7125887870788574, w=1.0>
60,0,JointId.HipCenter,<x=-0.3856337070465088, y=0.05556139722466469, z=1.7793080806732178, w=1.0>
60,0,JointId.HipLeft,<x=-0.4531004726886749, y=-0.025171983987092972, z=1.7416911125183105, w=1.0>
60,0,JointId.KneeLeft,<x=-0.47674083709716797, y=-0.4634307026863098, z=1.7035592794418335, w=1.0>
60,0,JointId.AnkleLeft,<x=-0.5144360065460205, y=-0.8081820607185364, z=1.6206766366958618, w=1.0>
60,0,JointId.FootLeft,<x=-0.5042867660522461, y=-0.8367452621459961, z=1.5225237607955933, w=1.0>
60,0,JointId.HipCenter,<x=-0.3856337070465088, y=0.05556139722466469, z=1.7793080806732178, w=1.0>
